id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,acr,trt,trs,trj,trl,kt,kj,kl,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
4091991,ETMM _ 5477 T 10:2502/Ar,Zaubergeige,10.0,papp,,käsikirjaline valmistamine,,,,,Eesti  ,,,,,,käsitsi kirjutamine,,,,ETMM,_,5477.0,,,T,2502.0,Ar,1.0,,1.0,,,rahuldav,,,käsikiri
2186847,,,,,,,,,,,,,,,,,,,,,ETMM,_,2562.0,,,T,1.0,46:133,1.0,,1.0,,,hea,,,kava
2334230,AM _ 33635 A 808:662,Pealistis,808.0,raud,,,,,,,,,,,,,,,,,AM,_,33635.0,,,A,662.0,,1.0,Kaevanud M.Mandel 1997.a.,,,,hea,,,arheoloogiline leid
2721102,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
4089201,ETMM _ Fk 38605/r,"portree: Karl Eduard Sööt, Vanemuise seltsi liige",38605.0,fotomaterjal,,teater,,1904,,ei,  ,seosisik,"Sööt, Karl Eduard",,,,,filmikaader,60 x 60 mm,1,ETMM,_,,,,Fk,,r,1.0,,1.0,TB100321,,rahuldav,,,fotonegatiiv
2739476,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,1.0,,1.0,,1.0,,,hea,,,foto
4080380,ETMM _ 6171 T 10:3/729:22,"Foto Teater Estonia ooperilavastusest Boheem, 1962",10.0,fotopaber,,pildistamine,,,,,Eesti  ,autor,"Saarne, Henno",,,,mustvalge fotograafia,laius,cm,14,ETMM,_,6171.0,,,T,3.0,729:22:00,1.0,,1.0,,,hea,,,foto
2797696,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
4089402,ETMM _ Fk 38784/r,"pildil: Ball Estonias Soome näitlejate auks, grupifotol Ants Jõgi, Harry Paris, Paul Pinna, Boris Blinov, Uno Montonen, Elisabeth Sällik, Alfred Sällik ja August Mihklisoo",38784.0,fotomaterjal,,teater,,1936,,ei,  ,seosisik,"Sällik, Alfred",,,,,filmikaader,60 x 60 mm,1,ETMM,_,,,,Fk,,r,1.0,,1.0,TB100321,,rahuldav,,,fotonegatiiv
2458098,AM _ 1414 F 3050,Leinamiiting haual.,3050.0,fotopaber,must-valge foto,rahvakoosolek,asula Irboska,07.09.1947,,ei,Vene  ,autor,"Koitla, A",,,,,laius,cm,"17,7",AM,_,1414.0,,,F,,,1.0,,1.0,,,hea,,,foto
2049462,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,103.0,,1.0,,,,,hea,,,foto
2455715,AM _ 812 F 892,Kalinini linn. Tšaikovski majamuuseum - purustatud sakslaste poolt.,892.0,hõbeželatiinpaber,,sõjandus ja kaitse,,1941,1945,ei,NSVL  ,,,,,,mustvalge fotograafia,kõrgus,cm,"23,5",AM,_,812.0,,,F,,,1.0,,0.0,,,hea,,,foto
3032521,,,,,,teatrietendused,,25.04.1992,27.04.1992,ei,Eesti  Tartu,seosorganisatsioon,Teater Vanemuine,,,,,kõrgus,cm,83,ETMM,_,11165.0,,,Af,279.0,T,1.0,,1.0,,,hea,,,plakat
3366320,AM F 33065:15,Pärnu Kaubandusvalitsus. Lastehommikud ca 1970.a. Näärid. ,33065.0,hõbeželatiinpaber,,uusaasta/ näärid,,1970,,ei,Eesti  Pärnu,,,,,,,kõrgus,cm,"7,8",AM,,,,,F,15.0,,1.0,"Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.
",1.0,,,hea,,,foto
3224065,ETMM _ 10927 T 7:3366/Ar,Совесть,7.0,paber,,trükkimine/ avaldamine,,1981,,ei,Eesti  Tartu,seosorganisatsioon,Eesti NSV Kunstide Valitsus,,,,masinal kirjutamine,trükise maht,lk,54,ETMM,_,10927.0,,,T,3366.0,Ar,1.0,,1.0,,,hea,,,käsikiri
3393908,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,31.0,,1.0,"Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.

",1.0,,,hea,,,foto
2307702,,,,,,,,,,,,,,,,,,,,,ETMM,_,8563.0,,,T,1.0,99:01:00,1.0,,1.0,,,hea,,,käsikiri
3867014,ETMM _ 5511 M 160:2/12:1,Sümfooniline poeem Suure Oktoobrirevolutsiooni aastapäevaks. Partituur,160.0,paber,,komponeerimine,,1957,,ei,  ,autor,"Lemba, Artur",,,,käsitsi kirjutamine,,,,ETMM,_,5511.0,,,M,2.0,12:01,1.0,,1.0,,"koltunud, kortsunud",rahuldav,,,käsikiri
2519125,,,,,,linnad,,,,,  ,,,,,,,,,,AM,_,4551.0,75.0,,F,,,1.0,,1.0,,,hea,,,foto
3813664,ETMM _ 11515 M 22:1/137:3,"Kiri, Aavik,Juhan, j.aavikule Sigrid Antropoffilt",22.0,paber,,kirjavahetus,,16.01.1975,,ei,  ,seosisik,"Aavik, Juhan",,,,,,,,ETMM,_,11515.0,,,M,1.0,137:03:00,1.0,,1.0,,,hea,,,kiri
3349175,ETMM _ 7378 M 14:243/Ar,Valjult hoigas sinimeri,14.0,paber,,trükkimine/ avaldamine,,,,,Eesti  ,,,,,,trükkimine,trükise maht,lk,4,ETMM,_,7378.0,,,M,243.0,Ar,1.0,,1.0,,,rahuldav,,Nõmme Hariduse ja Rahvamajaselts,noodid
3576835,ETMM _ 11372 T 558:1/33:7,"Kadi Taniloo, New Yorgi Eesti Teatri lavastuste materjalid, kava, Oskar Lutsu õhtu, 10.03.1963",558.0,paber,,väliseestlased,,1944,,ei,Ameerika Ühendriigid  ,seosisik,"Taniloo, Kadi",,,,,,,,ETMM,_,11372.0,,,T,1.0,33:07:00,1.0,,1.0,,,hea,,,kava
4116623,,,,,,musitseerimine ja laulmine,,,,,Saksamaa  ,helilooja,"Robrecht, Carl",,,,,läbimõõt,cm,25,ETMM,_,8978.0,,,Hp,,,1.0,,1.0,,,rahuldav,,"A: I osa
B:  Ii osa",helisalvestis
3102457,,,,,,kultuur,,,,,  ,adressaat,"Tamarkin, Aron",,,,käsitsi kirjutamine,kogus,tk,2,ETMM,_,7774.0,,,M,1.0,125:12:00,1.0,,1.0,,,rahuldav,,,kutse
3281591,ETMM _ 9982 T 187:188/Ar,Karma,187.0,paber,,trükkimine/ avaldamine,linn Leipzig,,,,Saksamaa  ,kirjastaja,Philipp Reclam,,,,trükkimine,raamatu maht,lk,112,ETMM,_,9982.0,,,T,188.0,Ar,1.0,,1.0,,,rahuldav,,ENSV Riiklik Avalik Raamatukogu,raamat
3726347,ETMM _ 11854 T 23:2/90:31,"Kostüümikavand tegelastele Naised, II vaatus lavastuses Kevad laulab. Vanemuine 1964",23.0,paber,,teatrietendused,,1964,,ei,  ,helilooja,"Kabalevski, Dmitri",,,,pliiats,,,,ETMM,_,11854.0,,,T,2.0,90:31:00,1.0,Saadud Meeri Särelt 2004.,1.0,,,hea,,,kavand/joonis/eskiis
3576630,ETMM _ 12883:10 Af 2090:5/M,"reklaamplakat, Ansambel Laine 2 CD plaadi ja kasseti esitlus, 2000-ndad ",2090.0,trükivärv,,levimuusika,,2000,,ei,Eesti  ,seosorganisatsioon,Ansambel Laine,,,,,kõrgus,cm,59,ETMM,_,12883.0,10.0,,Af,5.0,M,1.0,"Kostüüme on kasutatud ansambli diskokavades 2000.a. ja kunstnikuks Agu Pilt . Plakatid kajastavad nende kontserttegevust. Kostüümid ning dokumendid aitavad säilitada ja jäädvustada ansambli ""Laine"", kes oli omal ajal üks tunnustatumaid vokaalansambleid estraadil, tegevust, samuti kostüümikunstniku loomingut.",1.0,"Af
2000-ndad",,hea,,,plakat
2738309,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,1.0,,1.0,,1.0,,,hea,,,foto
3755381,ETMM _ 11502 M 39:4/16:9,"Foto, Eller, Heino, Perekond Tubin 1980",39.0,fotomaterjal,,filmindus ja fotograafia,,1980,,ei,  ,,,,,,,,,,ETMM,_,11502.0,,,M,4.0,16:09,1.0,,1.0,,,rahuldav,,,foto
3675634,ETMM _ 11008 T 60:2/189:13,Kostüümikavand Tolja osatäitjale Pärnu teatri lavastusest Räägime armastuse veidrustest,60.0,paber,,teatrietendused,linn Pärnu,1977,,ei,Eesti  ,seosorganisatsioon,Teater Endla,,,,akvarell,kõrgus,cm,"30,5",ETMM,_,11008.0,,,T,2.0,189:13:00,1.0,,1.0,,,hea,,,kavand/joonis/eskiis
3209235,ETMM _ 11442 T 200:2/407:5,"Foto lavastusest Tabamata ime, E. Vilde, Draamateater 1965",200.0,fotopaber,,pildistamine,,1965,,ei,  ,autor,"Vaidla, Gunnar",,,,mustvalge fotograafia,kõrgus,cm,"17,3",ETMM,_,11442.0,,,T,2.0,407:05:00,1.0,,1.0,,,hea,,,foto
4262005,ETMM _ Fk 18856/t,"portree: Helmut Vaag, 1950",18856.0,fotomaterjal,,teater,,1950,,ei,  ,seosisik,"Vaag, Helmut",,,,,filmikaader,90 x 120 mm,1,ETMM,_,,,,Fk,,t,1.0,,1.0,TB030122,,hea,,,fotonegatiiv
2891322,ETMM _ 7191 Mo 10:1/15:56,"Kava,Sümfooniakontsert,dir.
C.Zecchi,1965",10.0,paber,,kultuur,,09.10.1965,,ei,  ,,,,,,,,,,ETMM,_,7191.0,,,Mo,1.0,15:56,1.0,,1.0,,,hea,,,kava
2064485,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,120.0,,1.0,,,,,hea,,,foto
2764360,AM N 30850,Vaade Tartu Käsitööliste Seltsi hoonele.,30850.0,nitrotselluloosfilm,,kopeerimine (valmistamine),,1970,1980,ei,  ,fotograaf,"Vellema, Leo",,,,mustvalge fotograafia,kõrgus,cm,"2,4",AM,,,,,N,,,1.0,,0.0,,,hea,,,fotonegatiiv
2624276,,,,,,laulupeod,,,,,Eesti  ,,,,,,,,,,ETMM,_,9270.0,,,Mo,1.0,55:02:00,1.0,,1.0,,,hea,,,dokument
2410388,ETMM _ 8293 T 429:399/Ar,"Raamat: Ernst Särgava, Kogutud teosed I, ""Loodus"", Tartu-Tallinn 1938",429.0,paber,,ilukirjandus,,,,,  ,autor,"Särgava, Ernst",,,,,raamatu maht,lk,552,ETMM,_,8293.0,,,T,399.0,Ar,1.0,,1.0,,,hea,,,raamat
4049448,AM _ PB 65:7,"Ajakiri Sõjahüüd, nr 108, 1938",65.0,paber,,sõjandus ja kaitse,,1938,,ei,Eesti  ,,,,,,,,,,AM,_,,,,PB,7.0,,1.0,,1.0,,,rahuldav,,,ajakiri
2392903,,,,,,,,,,,,,,,,,,,,,ETMM,_,8291.0,,,T,1.0,53:214,1.0,,1.0,,,hea,,,kava
2153408,,,,,,,,,,,,,,,,,,,,,ETMM,_,6567.0,,,M,1.0,132:15:00,1.0,,1.0,,,hea,,,kiri
4160233,ETMM _ 9815 M 347:2/27:5,"""Romantiline serenaad"" segakoorile a cappella",347.0,paber,,komponeerimine,,1943,,ei,  ,teksti autor,"Vettik, Tuudur",,,,käsitsi kirjutamine,,,,ETMM,_,9815.0,,,M,2.0,27:05:00,1.0,,1.0,,,rahuldav,,,"käsikiri, laul/ vokaalmuusika"
3904671,ETMM _ 7954 M 164:1/50:1,"Ajaleht, Lepnurm, Hugo -Artiklid aastatest 1967-1969",164.0,paber,,kultuur,,1967,1969,ei,  ,,,,,,,,,,ETMM,_,7954.0,,,M,1.0,50:01:00,1.0,,1.0,,,rahuldav,,,ajaleht
2046287,AM F 3517:329,Rahvuskorpus läbib Pärnu linna,3517.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,sõjad,,,,,  ,,,,,,fotograafia>mustvalge fotograafia,kõrgus,cm,"8,4",AM,,,,,F,329.0,,1.0,,1.0,,,hea,,Albumisse kleebitud.,foto
3697445,ETMM _ 9504 T 159:2/24:4,Foto Georg Ots Renè Ankarström osas ooperis Maskiball Estonia teatris,159.0,fotopaber,,teatrietendused,,1961,,ei,Eesti  ,seosorganisatsioon,Teater Estonia,,,,mustvalge fotograafia,kõrgus,cm,"17,5",ETMM,_,9504.0,,,T,2.0,24:04:00,1.0,,1.0,,,hea,,,foto
3775597,ETMM _ 5827 Fk 11191/r,"pildil: Teater Estonia esimene tantsuetendus pärast sõjategevuse lõppu Eesti alal, Vene Teater Tallinnas, Klaudia Maldutis ja Boris Blinov, Koomiline vene tants",11191.0,film,,teater,,24.01.1945,,ei,  ,seosorganisatsioon,Rahvusooper Estonia,,,,mustvalge fotograafia,negatiivi formaat,60 x 60 mm,1,ETMM,_,5827.0,,,Fk,,r,1.0,,1.0,,,rahuldav,,,fotonegatiiv
2440171,ETMM _ 8293 T 429:1092/Ar,"Raamat: Lev Tolstoi, Kröitseri sonaate, Koppeli kirjastus, Jurjev",429.0,paber,,ilukirjandus,,,,,  ,autor,"Tolstoi, Lev",,,,,lehe kõrgus,cm,"18,5",ETMM,_,8293.0,,,T,1092.0,Ar,1.0,,1.0,,,hea,,,raamat
4030659,,,,,,valmistamine,,,,,  ,autor,"Sild, Kristo",,,,,,,,ETMM,_,12918.0,411.0,,Df,,,1.0,Rakvere Teatri 2018-2019 lavastuste digifotod ,1.0,,,hea,,,digitaalne kujutis
1973419,,,,,,valmistamine,,1939,,ei,  ,,,,,,,,,,ETMM,_,4868.0,,,Fk,,kl,1.0,,1.0,,,määramata,,,fotonegatiiv
2329696,AM _ 27585 A 580:1584,Käevõru ktk,580.0,pronks,,,,,,,,,,,,,,,,,AM,_,27585.0,,,A,1584.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),,,,hea,,,arheoloogiline leid
2069913,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,120.0,,1.0,,,,,hea,,,foto
2539117,AM Fm 316:573,"Filmi ""Ohtlikud mängud"" võtted",316.0,fotomaterjal>film,,pildistamine,,25.05.1973,18.04.1974,ei,Eesti  ,autor,"Reimann, Villu",,,,fotograafia>mustvalge fotograafia,negatiivi formaat,60 x 60 mm,1,AM,,,,,Fm,573.0,,1.0,"Täiendus aktile nr 2013:7395 (15.08.2013). Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kahe filmi kajastused: ""Indrek"", ""Ohtlikud mängud"". ",,,,hea,,,fotonegatiiv
4049884,AM _ PB 140:54,"Ajakiri Laste Maailm, nr 7, 1935",140.0,paber,,lastekirjandus,,1935,,ei,Eesti  ,,,,,,,,,,AM,_,,,,PB,54.0,,1.0,,1.0,,,määramata,,,ajakiri
2750365,ETMM _ 11965 M 79:1/38:9,"Foto,Ludvig Juht ja Vladimir
Padwa",79.0,fotomaterjal,,kultuur,,,,,  ,esineja,"Juht, Ludvig",,,,,,,,ETMM,_,11965.0,,,M,1.0,38:09:00,1.0,,1.0,,,hea,,,foto
2689232,,,,,,,,,,,,,,,,,,,,,AM,_,12822.0,,,F,,,1.0,,1.0,,,hea,,,foto
3290943,ETMM _ 11457 M 159:1/516:19,"Kiri, Karl Leichter, Õde Anna Märksilt",159.0,paber,,isiklik ja pereelu,,1950,,ei,  ,adressaat,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,516:19:00,1.0,,1.0,,,rahuldav,,,kiri
2813726,,,,,,näitus,,,,,  ,,,,,,,,,,AM,,,,,N,2.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2327946,AM _ 29552 A 580:2859,Naast,580.0,raud,,arheoloogiline kaevamine,,1989,,ei,  ,,,,,,,,,,AM,_,29552.0,,,A,2859.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),,,,hea,,,arheoloogiline leid
3664157,ETMM _ 8809 T 159:1/71:16,"Eesti kunstimeistrite kontserdi kava Moskva Tšaikovski nim. Kontsertsaalis, sealhulgas Georg Otsa esinemine",159.0,paber,,musitseerimine ja laulmine,linn Moskva,17.11.1961,,ei,NSVL  ,seosorganisatsioon,Moskva Tšaikovski nimeline Kontsertsaal,,,,,dokumendi maht,leht,2,ETMM,_,8809.0,,,T,1.0,71:16:00,1.0,,1.0,,,hea,,G. Otsa käsikirjalised  märkmed,kava
2136663,,,,,,,,,,,,,,,,,,,,,ETMM,_,5475.0,,,T,1.0,37:73,1.0,,1.0,,,hea,,,kava
213440,ETMM _ 6789 Mi 345,Tenor-bariton,345.0,tombak,,"muusika, teater, tants",,,,,  ,kasutaja/omanik,Riigi Tööstuskool,,,,,pikkus,cm,84,ETMM,_,6789.0,,,Mi,,,1.0,,,,Tenoritorul kaunistusrant lahti. Tinutatud. Kroonidel mõlgid. Rooste ja oksüdeerumisplekke. ,hea,must,"Pill oli kasutusel Tallinnas Riigi Tööstuskoolis. Pillile graveeritud ""RTK 33"". Saadud Eeugen Adamsonilt Tallinnas 1965.a.",muusikainstrument
2721324,ETMM _ 8293 T 429:4018/Ar,Album Les plus beaux talleaux du Louvre avec 246 gravures,429.0,paber,,trükkimine/ avaldamine,,1929,,ei,  ,väljaandja,Librairie Hachette,,,,trükkimine,raamatu maht,lk,192,ETMM,_,8293.0,,,T,4018.0,Ar,1.0,,1.0,,,hea,,,album
3918701,ETMM _ 6959 Af 1150:2/T,"Plakat, mai mängukava. Eesti Draamateater, 1965",1150.0,paber,,,,,,,,,,,,,trükkimine,,,,ETMM,_,6959.0,,,Af,2.0,T,1.0,,1.0,,,rahuldav,,9.-16.05.1965.,plakat
4049891,AM _ PB 140:61,"Ajakiri Laste Maailm, nr 3, 1936",140.0,paber,,lastekirjandus,,1936,,ei,Eesti  ,,,,,,,,,,AM,_,,,,PB,61.0,,1.0,,1.0,,,määramata,,,ajakiri
2981062,ETMM _ 12715:33 Mo 253:1/2:28,Grupifoto G. Otsa nimelise Tallinna Muusikakooli XXXVI lend,253.0,fotopaber,,grupiportree,,1980,,ei,Eesti  Tallinn,seosorganisatsioon,Georg Otsa nimeline Tallinna Muusikakool,,,,mustvalge fotograafia,,,,ETMM,_,12715.0,33.0,,Mo,1.0,02:28,1.0,"Mo 253 kogu täiendamine fotodega, mis seni G. Otsa kooli arhiivkogus esindamata. Suurem vastuvõtt on seotud G. Otsa kooli 95. juubelipidustustega.",1.0,säilik 2,,hea,,,foto
2046145,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,61.0,,1.0,,,,,hea,,,foto
2732420,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
3598093,,,,,,,,,,,,,,,,,,dokumendi maht,leht,91,ETMM,_,7560.0,,,T,1.0,65:01:00,1.0,,1.0,,,hea,,,käsikiri
3420456,,,,,,teatrikriitika,,1926,1928,ei,  ,näitleja,"Üksip, Albert",,,,,dokumendi maht,lk,1,ETMM,_,5429.0,,,T,1.0,03:17,1.0,,1.0,,,hea,,,ajaleht
2322819,AM _ 23957 A 510:639,Ketilülid,510.0,pronks,,,,,,,,,,,,,,,,,AM,_,23957.0,,,A,639.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1979.a.,,,,hea,,,arheoloogiline leid
2407808,,,,,,,,,,,,,,,,,,,,,AM,_,2728.0,,R,F,,,1.0,,1.0,,,hea,,,foto
4090617,ETMM _ 1176 M 67:1/26:5,"A. Marist´ilt piltpostkaart Adolf Vedrole: teatab, et võttis endale ja Vedrole piletid Amsterdami sümf.-orkestri külaliskontserdile Pariisis",67.0,kartong,,kirjavahetus,,02.05.1935,,ei,  ,,,,,,trükkimine,,,,ETMM,_,1176.0,,,M,1.0,26:05:00,1.0,,1.0,,,hea,,,postkaart
2004523,ETMM _ 11086 M 104:54/Ar,Faustisümfoonia,104.0,paber,,vokaalmuusika,,,,,  ,autor,"Liszt, Ferenc",,,,trükkimine,trükise maht,lk,4,ETMM,_,11086.0,,,M,54.0,Ar,1.0,Alfred Karindi noodi- ja raamatukogu. Üle antud Laine Karindi poolt,0.0,,,rahuldav,,Estonia teatri noodikogu tempel,noodid
3690412,ETMM _ 10388 T 22:2/44:9,Kostüümikavand Sveni ema osatäitjale Vanemuise teatri lavastusest See maailm või teine ,22.0,paber,,teatrietendused,linn Tartu,1966,,ei,Eesti  ,teksti autor,"Unt, Mati",,,,pliiats,kõrgus,cm,"21,5",ETMM,_,10388.0,,,T,2.0,44:09:00,1.0,,1.0,,,hea,,,kavand/joonis/eskiis
2257201,,,,,,,,,,,,,,,,,,,,,ETMM,_,12594.0,655.0,,M,151.0,Ar,1.0,"Rolf Uusvälja personaalne noodikogu ostetud Kultuuriministeeriumi vahendusel Els Himmalt 2012 aastal.
Üleandmise ja vastuvõtmise akt 20.12.2012",,,,rahuldav,,,noodid
2322223,AM _ 23957 A 510:413,Savinõukild,510.0,savi,,,,,,,,,,,,,,,,,AM,_,23957.0,,,A,413.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1979.a.,,,,hea,,,arheoloogiline leid
4041128,ETMM _ 5477 T 10:1753/Ar,Vene inimesed,10.0,paber,,näitekirjandus,,,,,  ,autor,"Simonov, Konstantin",,,,masinal kirjutamine,trükise maht,lk,63,ETMM,_,5477.0,,,T,1753.0,Ar,1.0,,1.0,,,rahuldav,,Riiklik Teater Estonia ,käsikiri
2332919,AM _ 31423 A 686:2,Shlakk,686.0,raud,,,,,,,,,,,,,,,,,AM,_,31423.0,,,A,2.0,,1.0,Korjatud II asulakohalt (I asulakoha juures põllul) 1994.a.,,,,hea,,,arheoloogiline leid
4042049,,,,,,kirjandus,,,,,Eesti  ,autor,"Smuul, Juhan",,,,,läbimõõt,cm,25,ETMM,_,8389.0,,01.veebr,Hp,,,1.0,,1.0,,,hea,,"A: Erni monoloog näidendist Suvitajad, lõpuosa
B: Muhu monoloogid",helisalvestis
3177428,ETMM _ 10473 T 7:1441/Ar,Ma armastasin sakslast,7.0,paber,,trükkimine/ avaldamine,,1979,,ei,Eesti  ,seosorganisatsioon,Eesti NSV Kultuuriministeerium. Teatrite Valitsus,,,,masinal kirjutamine,trükise maht,lk,43,ETMM,_,10473.0,,,T,1441.0,Ar,1.0,,1.0,,,rahuldav,,,käsikiri
2568859,,,,,,,,,,,,,,,,,,,,,AM,_,8772.0,276.0,,F,,,1.0,,1.0,,,hea,,,foto
2325202,AM _ 29884 A 580:5233,Kaaluviht,580.0,pronks,,,,,,,,,,,,,,,,,AM,_,29884.0,,,A,5233.0,,1.0,Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),,,,hea,,,arheoloogiline leid
3832731,ETMM _ 5827 Fk 6533/k,"Padaemand, Teater Estonia endises kinoteatris Gloria, 1946, pildil: stseen etendusest",6533.0,film,,teater,,1946,,ei,Eesti  Tallinn,seosorganisatsioon,Rahvusooper Estonia,,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,ETMM,_,5827.0,,,Fk,,k,1.0,,1.0,,,rahuldav,,,fotonegatiiv
4090486,,,,,,musitseerimine ja laulmine,,,,,Eesti  ,,,,,,,läbimõõt,cm,25,ETMM,_,7790.0,,,Hp,,,1.0,,,,kulunud,rahuldav,,"A:Oh sa õnnistust
B. Üks roosike on tõusnud",helisalvestis
3489453,,,,,,,,,,,,,,,,,,,,,ETMM,_,12840.0,133.0,,Df,,,1.0,Austraalias tegutsenud Eesti meeskoori kogutud materjalid on toodud Eesti Teatri- ja Muusikamuuseumisse 2011. aastal Raivo Kalamäe ning saadetud Austraaliast Viktor Valk'i poolt 2013-2014. aasta jooksul,1.0,Austraalias tegutsenud Eesti meeskoori kogutud materjalid on toodud Eesti Teatri- ja Muusikamuuseumisse 2011. aastal Raivo Kalamäe ning saadetud Austraaliast Viktor Valk'i poolt 2013-2014. aasta jooksul,,hea,,,digitaalne kujutis
3931652,,,,,,musitseerimine ja laulmine,,,,,Eesti  ,laulja,"Paalberg, Anna",,,,,läbimõõt,cm,"30,3",ETMM,_,5982.0,,,Hp,,,1.0,,1.0,,,hea,,"A: 1. Lähme kiike katsumaie; 2. Sia-tuia, lase kiike käia
B.  1. Käi kiike korgulla; 2. Oh minu kulla kiigutajad. 3. Uidut-tuidut tuulevarju",helisalvestis
2729488,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
2998330,ETMM _ 8364 M 1:108/Ar,"Concerto pour Piano avec Orchestre en fa mineur, op.92. Klavierstimme",1.0,paber,,trükkimine/ avaldamine,linn Leipzig,1912,,ei,Saksamaa  ,kirjastaja,M.P. Belaieff,,,,trükkimine,trükise maht,lk,72,ETMM,_,8364.0,,,M,108.0,Ar,1.0,,1.0,,,hea,,Peeter Süda mälestuse jäädvustamise ühing,noodid
4119456,,,,,,musitseerimine ja laulmine,,,,,  ,helilooja,"Chopin, Fryderyk",,,,,läbimõõt,cm,30,ETMM,_,9071.0,,,Hp,,,1.0,,1.0,,,rahuldav,,"A: F. Chopin: Concerto op. 11 E minoor: 2. Movement: I Part: Larghetto Romanza
B: sama,  Part II",helisalvestis
4132095,,,,,,teatritegevus,,1986,2006,ei,  ,adressaat,"Neimar, Reet",,,,,kogus,tk,11,ETMM,_,12933.0,262.0,,T,1.0,49:05:00,1.0,"Teatriloolase, -kriitiku ja õppejõu Reet Neimari arhiivimaterjalid. Materjalid on saabunud muuseumisse erinevatel aegadel Kalju Orro poolt. ",1.0,T761 1/49:5,,hea,,,kutse
2313768,AM _ 13749 A 73:10,Keti ktk,73.0,pronks,,,,,,,,,,,,,,,,,AM,_,13749.0,,,A,10.0,,1.0,Leitud Jakob Rennenkampfi poolt mõisa põllult oletatavalt ohvripaigalt,,,,hea,,,arheoloogiline leid
3240228,ETMM _ 11038 T 186:49/Ar,Jumala saar,186.0,paber,,näitekirjandus,,,,,  ,autor,"Tuglas, Friedebert",,,,masinal kirjutamine,trükise maht,lk,29,ETMM,_,11038.0,,,T,49.0,Ar,1.0,,1.0,,,rahuldav,,,käsikiri
4298858,ETMM _ 9320 Mo 1:1/145:25,"Foto, Muuseumi varad Laial tänaval",1.0,fotomaterjal,,muuseumitöö,,1940,,ei,  ,,,,,,,,,,ETMM,_,9320.0,,,Mo,1.0,145:25:00,1.0,,1.0,,,rahuldav,,,foto
2144424,,,,,,pildistamine,,1990,,ei,  ,kujutatu,"Mesikäpp, Laine",,,,,,,,ETMM,_,12542.0,345.0,,T,2.0,0.522916667,1.0,,1.0,,,hea,,värvifoto,foto
1460598,ETMM _ 12406:135 M 200:1/28:16,Kava-Keelpillikateedri üliõpilaste kontsert,200.0,paber,,esinemised,,24.03.1981,,ei,  ,omanik,"Mägi, Ester",,,,,,,,ETMM,_,12406.0,135.0,,M,1.0,28:16:00,1.0,Ester Mägi isikukogu M200,,"24.veebr.1981
Estonia ks",,rahuldav,,,kava
2788727,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,3.0,,1.0,,1.0,,,hea,,,fotonegatiiv
4081390,ETMM _ 1190 M 67:1/10:2,"Adolf Vedrolt piltpostkaart  kodustele
Saraatovist",67.0,kartong,,valmistamine,,08.10.1917,,ei,  ,,,,,,,,,,ETMM,_,1190.0,,,M,1.0,10:02,1.0,,1.0,,,rahuldav,,,postkaart
2738566,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
3852382,ETMM _ 9973 T 93:1/158:22,"foto, Teatrinäitus Vanemuises",93.0,fotopaber,,teater,,,,,  ,seosisik,"Vaks, Heino",,,,mustvalge fotograafia,,,,ETMM,_,9973.0,,,T,1.0,158:22:00,1.0,,1.0,,,hea,,,foto
